Last data fetched on:

 17.09.2022, 01:36
 17.09.2022, 13:15
 18.09.2022, 01:42
 18.09.2022, 13:16
 19.09.2022, 01:41
 19.09.2022, 13:21
 20.09.2022, 01:37
 20.09.2022, 13:21
 21.09.2022, 01:42
 21.09.2022, 13:21
 22.09.2022, 01:41
 22.09.2022, 13:21
 23.09.2022, 01:39
 23.09.2022, 13:20
 24.09.2022, 01:38
 24.09.2022, 13:17
 25.09.2022, 01:37
 25.09.2022, 13:17
 26.09.2022, 01:39
 26.09.2022, 13:22
 27.09.2022, 01:38
 27.09.2022, 13:23
 28.09.2022, 01:38
 28.09.2022, 13:21
 29.09.2022, 01:38
 29.09.2022, 13:23
 30.09.2022, 01:41
 30.09.2022, 13:23
 01.10.2022, 01:38
 01.10.2022, 13:20
 02.10.2022, 01:38
 02.10.2022, 13:18
 03.10.2022, 01:36
 03.10.2022, 13:23
 04.10.2022, 01:37
 04.10.2022, 13:24
 05.10.2022, 01:35
 05.10.2022, 13:26
 06.10.2022, 01:36
 06.10.2022, 13:22
 07.10.2022, 01:37
 07.10.2022, 13:23
 08.10.2022, 01:36
 08.10.2022, 13:19
 09.10.2022, 01:37
 09.10.2022, 13:18
 10.10.2022, 01:41
 10.10.2022, 13:24
 11.10.2022, 01:38
 11.10.2022, 13:23
 12.10.2022, 01:38
 12.10.2022, 13:21
 13.10.2022, 01:37
 13.10.2022, 13:25
 14.10.2022, 01:37
 14.10.2022, 13:26
 15.10.2022, 01:38
 15.10.2022, 13:18
 16.10.2022, 01:36
 16.10.2022, 13:19
 17.10.2022, 01:39
 17.10.2022, 13:25
 18.10.2022, 01:39
 18.10.2022, 13:24
 19.10.2022, 01:36
 19.10.2022, 13:24
 20.10.2022, 01:38
 20.10.2022, 13:24
 21.10.2022, 01:35
 21.10.2022, 13:23
 22.10.2022, 01:35
 22.10.2022, 13:19
 23.10.2022, 01:35
 23.10.2022, 13:19
 24.10.2022, 01:36
 24.10.2022, 13:24
 25.10.2022, 01:35
 25.10.2022, 13:24
 26.10.2022, 01:37
 26.10.2022, 13:23
 27.10.2022, 01:36
 27.10.2022, 13:21
 28.10.2022, 01:37
 28.10.2022, 13:22
 29.10.2022, 01:36
 29.10.2022, 13:14
 30.10.2022, 01:38
 30.10.2022, 13:16
 31.10.2022, 01:39
 31.10.2022, 13:21
 01.11.2022, 01:37
 01.11.2022, 13:22
 02.11.2022, 01:38
 02.11.2022, 13:22
 03.11.2022, 01:36
 23.11.2022, 01:45
 23.11.2022, 13:24
 24.11.2022, 01:49
 24.11.2022, 13:24
 25.11.2022, 01:46
 25.11.2022, 13:22
 26.11.2022, 01:46
 26.11.2022, 13:21
 27.11.2022, 01:48
 27.11.2022, 13:25
 28.11.2022, 01:46
 28.11.2022, 13:24
 29.11.2022, 01:44
 29.11.2022, 13:22
 30.11.2022, 01:47
 30.11.2022, 13:25
 01.12.2022, 01:51
 01.12.2022, 13:27
 02.12.2022, 01:44
 02.12.2022, 13:21
 03.12.2022, 01:46
 03.12.2022, 13:20
 04.12.2022, 01:44
 04.12.2022, 13:20
 10.12.2022, 01:44
 10.12.2022, 13:23
 11.12.2022, 01:44
 11.12.2022, 13:19
 12.12.2022, 01:45
 12.12.2022, 13:21
 13.12.2022, 01:43
 13.12.2022, 13:23
 14.12.2022, 01:45
 14.12.2022, 13:21
 15.12.2022, 01:50
 15.12.2022, 13:21
 16.12.2022, 01:44
 16.12.2022, 13:19
 17.12.2022, 01:47
 17.12.2022, 13:18
 18.12.2022, 01:45
 18.12.2022, 13:21
 19.12.2022, 01:44
 19.12.2022, 13:20
 20.12.2022, 01:47
 20.12.2022, 13:20
 21.12.2022, 01:47
 21.12.2022, 13:20
 22.12.2022, 01:44
 22.12.2022, 13:20
 23.12.2022, 01:45
 23.12.2022, 13:20
 24.12.2022, 01:44
 24.12.2022, 13:20
 25.12.2022, 01:47
 25.12.2022, 13:18
 26.12.2022, 01:45
 26.12.2022, 13:19
 27.12.2022, 01:44
 27.12.2022, 13:20
 28.12.2022, 01:44
 28.12.2022, 13:19
 29.12.2022, 01:44
 29.12.2022, 13:22
 30.12.2022, 13:19
 31.12.2022, 01:45
 31.12.2022, 13:18
 01.01.2023, 01:46
 01.01.2023, 13:19
 02.01.2023, 01:48
 02.01.2023, 13:21
 03.01.2023, 01:47
 03.01.2023, 13:23
 04.01.2023, 01:45
 04.01.2023, 13:21
 05.01.2023, 01:46
 05.01.2023, 13:25
 06.01.2023, 01:48
 06.01.2023, 13:21
 07.01.2023, 01:47
 07.01.2023, 13:19
 08.01.2023, 01:45
 08.01.2023, 13:20
 09.01.2023, 01:47
 09.01.2023, 13:21
 10.01.2023, 01:47
 10.01.2023, 13:21
 11.01.2023, 01:49
 11.01.2023, 13:22
 12.01.2023, 01:50
 12.01.2023, 13:26
 13.01.2023, 01:45
 13.01.2023, 13:24
 14.01.2023, 01:44
 14.01.2023, 13:19
 15.01.2023, 01:46
 15.01.2023, 13:21
 16.01.2023, 01:45
 16.01.2023, 13:21
 17.01.2023, 01:46
 17.01.2023, 13:21
 18.01.2023, 01:45
 18.01.2023, 13:20
 19.01.2023, 01:49
 19.01.2023, 13:22
 20.01.2023, 01:44
 20.01.2023, 13:24
 21.01.2023, 01:46
 21.01.2023, 13:19
 22.01.2023, 01:45
 22.01.2023, 13:19
 23.01.2023, 01:45
 23.01.2023, 13:21
 24.01.2023, 01:45
 24.01.2023, 13:21
 25.01.2023, 01:47
 25.01.2023, 13:22
 26.01.2023, 01:45
 26.01.2023, 13:22
 27.01.2023, 01:45
 27.01.2023, 13:21
 28.01.2023, 01:45
 28.01.2023, 13:23
 29.01.2023, 01:45
 29.01.2023, 13:19
 30.01.2023, 01:44
 30.01.2023, 13:23
 31.01.2023, 01:46
 31.01.2023, 13:22
 01.02.2023, 01:46
 01.02.2023, 13:22
 02.02.2023, 01:50
 02.02.2023, 13:21
 03.02.2023, 01:46
 03.02.2023, 13:21
 04.02.2023, 01:45
 04.02.2023, 13:19
 05.02.2023, 01:47
 05.02.2023, 13:19
 06.02.2023, 01:45
 06.02.2023, 13:24
 07.02.2023, 01:45
 07.02.2023, 13:21
 08.02.2023, 01:45
 08.02.2023, 13:22
 09.02.2023, 01:46
 09.02.2023, 13:22
 10.02.2023, 01:46
 10.02.2023, 13:21
 11.02.2023, 01:47
 11.02.2023, 13:20
 12.02.2023, 01:45
 12.02.2023, 13:20
 13.02.2023, 01:47
 13.02.2023, 13:21
 14.02.2023, 01:45
 14.02.2023, 13:24
 15.02.2023, 01:46
 15.02.2023, 13:22
 16.02.2023, 01:46
 16.02.2023, 13:22
 17.02.2023, 01:46
 17.02.2023, 13:21
 18.02.2023, 01:45
 18.02.2023, 13:20
 19.02.2023, 01:45
 19.02.2023, 13:20
 20.02.2023, 01:47
 20.02.2023, 13:21
 21.02.2023, 01:47
 21.02.2023, 13:21
 22.02.2023, 01:46
 22.02.2023, 13:23
 23.02.2023, 01:45
 23.02.2023, 13:25
 24.02.2023, 01:48
 24.02.2023, 13:21
 25.02.2023, 01:46
 25.02.2023, 13:20
 26.02.2023, 01:46
 26.02.2023, 13:23
 27.02.2023, 01:46
 27.02.2023, 13:23
 28.02.2023, 01:45
 28.02.2023, 13:22
 01.03.2023, 01:46
 01.03.2023, 13:22
 02.03.2023, 01:46
